Id1,Iq1,Id3,Iq3,psi_d1,psi_q1,psi_d3,psi_q3,T_fem,P_core
120,80,20,40,1.29093370e-01,4.72124000e-02,3.96199730e-03,5.70240300e-03,36.127648,950.4145
120,80,40,-20,1.30245040e-01,4.37846510e-02,5.33810680e-03,1.26011560e-03,35.056009,936.7493
120,80,40,0,1.30113870e-01,4.45562240e-02,5.35755520e-03,2.72419280e-03,35.399948,941.6397
120,80,40,20,1.29728210e-01,4.52925300e-02,5.37799690e-03,4.18165780e-03,35.634637,949.8551
120,120,-40,-20,1.24469270e-01,6.56571390e-02,-1.22430200e-03,2.45162060e-03,56.006969,963.1634
120,120,-40,0,1.24304090e-01,6.57414840e-02,-1.21791740e-03,3.75625120e-03,56.602566,966.2347
120,120,-40,20,1.23976370e-01,6.57855760e-02,-1.23742250e-03,5.04089730e-03,57.099036,969.1726
120,120,-20,-40,1.25152800e-01,6.45321460e-02,5.24011810e-05,1.14194360e-03,55.373763,959.6678
120,120,-20,-20,1.25248940e-01,6.46872850e-02,1.03389510e-04,2.40675100e-03,56.086930,961.0173
120,120,-20,0,1.25085520e-01,6.47782840e-02,1.15144770e-04,3.68844090e-03,56.676692,963.7414
120,120,-20,20,1.24756390e-01,6.48015270e-02,9.73638340e-05,4.95621430e-03,57.196149,967.3712
120,120,-20,40,1.24308410e-01,6.47719180e-02,6.53299230e-05,6.20532450e-03,57.549369,973.4233
120,120,0,-40,1.25699450e-01,6.34416770e-02,1.32801990e-03,1.11122340e-03,55.355283,959.6580
120,120,0,-20,1.25811390e-01,6.36244600e-02,1.38222260e-03,2.35998690e-03,56.059027,962.3150
120,120,0,0,1.25671520e-01,6.37336550e-02,1.40445460e-03,3.61995650e-03,56.670703,965.7567
120,120,0,20,1.25355680e-01,6.37580430e-02,1.39904300e-03,4.87527280e-03,57.209363,969.5077
120,120,0,40,1.24909650e-01,6.37234750e-02,1.37762720e-03,6.12202130e-03,57.622621,973.6565
120,120,20,-40,1.26060270e-01,6.22447460e-02,2.59016000e-03,1.06011300e-03,55.312998,962.4005
120,120,20,-20,1.26179580e-01,6.24674870e-02,2.64201060e-03,2.30908000e-03,55.994822,966.5502
120,120,20,0,1.26068100e-01,6.26036990e-02,2.67174170e-03,3.55680900e-03,56.593958,971.0804
120,120,20,20,1.25778070e-01,6.26451840e-02,2.68006240e-03,4.80317310e-03,57.138217,975.8636
120,120,20,40,1.25347080e-01,6.26243020e-02,2.67357090e-03,6.04532370e-03,57.580233,981.6752
120,120,40,-20,1.26358900e-01,6.12237170e-02,3.90148580e-03,2.24647370e-03,55.861707,972.1963
120,120,40,0,1.26276520e-01,6.13875170e-02,3.93498480e-03,3.49409120e-03,56.446096,977.6408
120,120,40,20,1.26018970e-01,6.14516650e-02,3.95428500e-03,4.73702220e-03,56.989984,984.0143
120,160,-40,-20,1.20209710e-01,7.79769170e-02,-1.89442520e-03,2.88445280e-03,78.596713,993.3577
120,160,-40,0,1.20259130e-01,7.77569410e-02,-1.87868870e-03,3.91853870e-03,78.570033,994.8961
120,160,-40,20,1.20170650e-01,7.75280560e-02,-1.87174260e-03,4.95163520e-03,78.428168,998.1191
120,160,-20,-40,1.20798800e-01,7.74380110e-02,-7.74569190e-04,1.80595580e-03,78.076859,993.5833
120,160,-20,-20,1.20960470e-01,7.72380960e-02,-7.46186190e-04,2.84172520e-03,78.210561,992.9165
120,160,-20,0,1.20985200e-01,7.70011000e-02,-7.34820430e-04,3.86828320e-03,78.244999,993.9119
120,160,-20,20,1.20875290e-01,7.67566400e-02,-7.29778970e-04,4.90019800e-03,78.146871,996.2115
120,160,-20,40,1.20648150e-01,7.65052700e-02,-7.25081020e-04,5.94149330e-03,77.926130,1000.6808
120,160,0,-40,1.21401660e-01,7.66286660e-02,3.35397780e-04,1.77272150e-03,77.639352,994.7762
120,160,0,-20,1.21554460e-01,7.64304630e-02,3.67596360e-04,2.79472840e-03,77.782506,994.0896
120,160,0,0,1.21567110e-01,7.61920400e-02,3.84110350e-04,3.81584640e-03,77.864829,994.5206
120,160,0,20,1.21449900e-01,7.59340440e-02,3.94835420e-04,4.84905650e-03,77.792469,997.0503
120,160,0,40,1.21213640e-01,7.56699830e-02,4.07505670e-04,5.89481990e-03,77.602211,1001.9643
120,160,20,-40,1.21838670e-01,7.57251140e-02,1.41482950e-03,1.73102150e-03,77.151761,997.0637
120,160,20,-20,1.21996510e-01,7.55387430e-02,1.45341450e-03,2.74583870e-03,77.329874,996.3462
120,160,20,0,1.22015990e-01,7.53071760e-02,1.48290830e-03,3.76472140e-03,77.445705,997.5306
120,160,20,20,1.21900020e-01,7.50493520e-02,1.50623560e-03,4.79970130e-03,77.411409,1000.0360
120,160,20,40,1.21658720e-01,7.47785730e-02,1.52873280e-03,5.85347890e-03,77.245489,1005.8114
120,160,40,-20,1.22294510e-01,7.45577020e-02,2.53304370e-03,2.69418000e-03,76.832768,1000.6676
120,160,40,0,1.22324410e-01,7.43409300e-02,2.57252570e-03,3.71817730e-03,76.983210,1001.9255
120,160,40,20,1.22221520e-01,7.40876230e-02,2.60998310e-03,4.75698580e-03,76.995826,1005.2668
120,200,-40,-20,1.16636490e-01,8.72602940e-02,-2.36080260e-03,2.91269960e-03,100.223290,1023.8427
120,200,-40,0,1.16789850e-01,8.69432910e-02,-2.32500610e-03,3.78814710e-03,100.782360,1025.6633
120,200,-40,20,1.16854460e-01,8.65816460e-02,-2.29694950e-03,4.67490680e-03,101.251570,1027.6494
120,200,-20,-40,1.17047740e-01,8.69882630e-02,-1.43281310e-03,2.03050480e-03,99.078119,1024.0962
120,200,-20,-20,1.17274100e-01,8.67040430e-02,-1.39030040e-03,2.89613920e-03,99.731905,1023.5998
120,200,-20,0,1.17399270e-01,8.63907300e-02,-1.35732090e-03,3.76448630e-03,100.328210,1024.8186
120,200,-20,20,1.17435550e-01,8.60361710e-02,-1.32952190e-03,4.64849830e-03,100.841010,1026.7740
120,200,-20,40,1.17393850e-01,8.56407380e-02,-1.30386410e-03,5.54997660e-03,101.278630,1029.9716
120,200,0,-40,1.17600630e-01,8.63888360e-02,-4.86427040e-04,2.01690870e-03,98.461502,1025.8130
120,200,0,-20,1.17811800e-01,8.61002630e-02,-4.43099770e-04,2.87440980e-03,99.134942,1025.8867
120,200,0,0,1.17917090e-01,8.57872260e-02,-4.07018850e-04,3.73961020e-03,99.743527,1027.1755
120,200,0,20,1.17933050e-01,8.54403680e-02,-3.74965980e-04,4.62145450e-03,100.287430,1029.2404
120,200,0,40,1.17870860e-01,8.50499290e-02,-3.44335100e-04,5.52409680e-03,100.757450,1032.7512
120,200,20,-40,1.18037240e-01,8.57326250e-02,4.38563950e-04,1.99551290e-03,97.795153,1027.9351
120,200,20,-20,1.18240510e-01,8.54383930e-02,4.84163280e-04,2.85077830e-03,98.459091,1028.3213
120,200,20,0,1.18338390e-01,8.51217800e-02,5.24869980e-04,3.71395010e-03,99.062048,1029.4451
120,200,20,20,1.18344330e-01,8.47732320e-02,5.63828920e-04,4.59673850e-03,99.632647,1032.0813
120,200,20,40,1.18270250e-01,8.43846600e-02,6.03582820e-04,5.50161800e-03,100.132590,1035.8997
120,200,40,-20,1.18560900e-01,8.47106010e-02,1.40298890e-03,2.82239090e-03,97.734180,1030.4694
120,200,40,0,1.18660960e-01,8.43856290e-02,1.44975340e-03,3.68767180e-03,98.348000,1031.7528
120,200,40,20,1.18663280e-01,8.40336840e-02,1.49764420e-03,4.57453540e-03,98.919290,1034.5032
160,120,-40,-20,1.30990840e-01,6.35607100e-02,-4.57089500e-04,2.31244840e-03,44.792324,1030.6825
160,120,-40,0,1.30872830e-01,6.37821120e-02,-4.46105690e-04,3.20018740e-03,44.823298,1034.0419
160,120,-40,20,1.30621160e-01,6.39605490e-02,-4.41796770e-04,4.13051790e-03,44.806296,1038.6472
160,120,-20,-40,1.31489400e-01,6.24035960e-02,4.99537500e-04,1.42274770e-03,44.578582,1027.3274
160,120,-20,-20,1.31483020e-01,6.26964880e-02,5.22150410e-04,2.29499610e-03,44.642061,1029.6317
160,120,-20,0,1.31351210e-01,6.29430920e-02,5.43174260e-04,3.18255530e-03,44.679227,1033.2109
160,120,-20,20,1.31090050e-01,6.31351250e-02,5.62538250e-04,4.11282040e-03,44.693565,1037.2616
160,120,-20,40,1.30693790e-01,6.32640280e-02,5.79856160e-04,5.10797280e-03,44.666978,1042.3376
160,120,0,-40,1.31866490e-01,6.14630440e-02,1.46853610e-03,1.39981640e-03,44.424842,1027.3016
160,120,0,-20,1.31846350e-01,6.17794070e-02,1.49085020e-03,2.27992790e-03,44.509984,1029.8790
160,120,0,0,1.31701770e-01,6.20532430e-02,1.51910410e-03,3.17466870e-03,44.555307,1033.5225
160,120,0,20,1.31429320e-01,6.22684030e-02,1.55282400e-03,4.11099450e-03,44.567073,1037.4796
160,120,0,40,1.31038620e-01,6.24039950e-02,1.58419760e-03,5.10348850e-03,44.559272,1041.6649
160,120,20,-40,1.32122880e-01,6.04686630e-02,2.44093370e-03,1.36982040e-03,44.288964,1028.4473
160,120,20,-20,1.32090260e-01,6.08136060e-02,2.46234510e-03,2.26425290e-03,44.378245,1031.0538
160,120,20,0,1.31927940e-01,6.11185270e-02,2.49751510e-03,3.17538130e-03,44.411316,1034.7524
160,120,20,20,1.31653090e-01,6.13524760e-02,2.53910340e-03,4.11864760e-03,44.447606,1039.1966
160,120,20,40,1.31268150e-01,6.15042610e-02,2.58092730e-03,5.11011710e-03,44.485703,1043.8954
160,120,40,-20,1.32212340e-01,5.98004720e-02,3.45062660e-03,2.25078010e-03,44.220436,1033.0656
160,120,40,0,1.32049570e-01,6.01222810e-02,3.48570170e-03,3.17768800e-03,44.294278,1037.2095
160,120,40,20,1.31773010e-01,6.03748950e-02,3.53262240e-03,4.13275360e-03,44.369597,1042.1632
160,160,-40,-20,1.25462420e-01,7.75141690e-02,-1.14695370e-03,2.65492260e-03,61.070319,1062.0533
160,160,-40,0,1.25416970e-01,7.74630740e-02,-1.13545090e-03,3.46104510e-03,61.262235,1064.2059
160,160,-40,20,1.25248890e-01,7.73837890e-02,-1.14601020e-03,4.31594920e-03,61.434617,1066.9454
160,160,-20,-40,1.25920560e-01,7.68312740e-02,-3.28677470e-04,1.87378600e-03,60.840413,1059.4034
160,160,-20,-20,1.25985400e-01,7.68005800e-02,-2.95153190e-04,2.64665380e-03,61.041449,1060.6033
160,160,-20,0,1.25947390e-01,7.67479460e-02,-2.72121250e-04,3.44021040e-03,61.238191,1062.4898
160,160,-20,20,1.25798130e-01,7.66702320e-02,-2.62132480e-04,4.27646220e-03,61.405687,1064.5736
160,160,-20,40,1.25529160e-01,7.65565680e-02,-2.70482830e-04,5.17598070e-03,61.581827,1067.7257
160,160,0,-40,1.26351010e-01,7.60631280e-02,5.01230940e-04,1.87331100e-03,60.776906,1059.0384
160,160,0,-20,1.26411110e-01,7.60329610e-02,5.37657540e-04,2.64400770e-03,60.974629,1060.1299
160,160,0,0,1.26377680e-01,7.59783080e-02,5.70097530e-04,3.43227770e-03,61.178632,1061.9111
160,160,0,20,1.26239070e-01,7.59016980e-02,5.98759940e-04,4.25990070e-03,61.367602,1063.6362
160,160,0,40,1.25992910e-01,7.57907540e-02,6.16787160e-04,5.14220240e-03,61.534623,1067.0881
160,160,20,-40,1.26692400e-01,7.52316110e-02,1.33015110e-03,1.86824970e-03,60.674595,1058.7978
160,160,20,-20,1.26750540e-01,7.52026130e-02,1.36707270e-03,2.64185380e-03,60.887259,1059.7938
160,160,20,0,1.26717140e-01,7.51485510e-02,1.40796050e-03,3.43388760e-03,61.088866,1061.5604
160,160,20,20,1.26585350e-01,7.50697410e-02,1.45083270e-03,4.26031470e-03,61.275229,1063.7618
160,160,20,40,1.26353520e-01,7.49581280e-02,1.48947830e-03,5.13400290e-03,61.481780,1067.7245
160,160,40,-20,1.27007920e-01,7.43055580e-02,2.21276440e-03,2.64072220e-03,60.776600,1060.0041
160,160,40,0,1.26975520e-01,7.42506170e-02,2.25966640e-03,3.44108590e-03,60.967382,1061.5409
160,160,40,20,1.26846850e-01,7.41707690e-02,2.31160220e-03,4.27259950e-03,61.158607,1064.1064
